Gazette_ID,Published_Date,Product_Title,Category,Data_Key,Data_Value,S_No
270234_18_Feb_2026,18-Feb-2026,(29) Mixture of Seaweed extract and Humic substances (Granule),Specifications,Value,1.10- 1.20,(v)
270234_18_Feb_2026,18-Feb-2026,(29) Mixture of Seaweed extract and Humic substances (Granule),Specifications,Parameters,"Total organic carbon per cent. by weight, minimum",(vi)
270234_18_Feb_2026,18-Feb-2026,(29) Mixture of Seaweed extract and Humic substances (Granule),Specifications,Value,5.0,(vi)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Composition,Ingredients,"Seaweed (Sargassum wightii) extract per cent. by weight, minimum",(i)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Composition,Content,4.0,(i)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Composition,Ingredients,"Protein hydrolysate derived from soybean seed through acid (hydrochloric acid) hydrolysis per cent. by weight, minimum",(ii)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Composition,Content,1.0,(ii)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Composition,Ingredients,"Bentonite per cent. by weight, maximum",(iii)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Composition,Content,QS,(iii)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Composition,Ingredients,Total,(iv)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Composition,Content,100,(iv)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Specifications,Parameters,"Alginic acid per cent. by weight, minimum",(i)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Specifications,Value,0.2,(i)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Specifications,Parameters,"Total amino acids per cent. by weight, minimum",(ii)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Specifications,Value,0.5,(ii)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Specifications,Parameters,"Free amino acids per cent. by weight, minimum",(iii)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Specifications,Value,0.12,(iii)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Specifications,Parameters,"Total organic carbon per cent. by weight, minimum",(iv)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Specifications,Value,5.0,(iv)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Specifications,Parameters,pH (1% aqueous solution),(v)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Specifications,Value,8.0- 9.0,(v)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Specifications,Parameters,Bulk density (gram/cc),(vi)
270234_18_Feb_2026,18-Feb-2026,(31) Mixture of Seaweed (Sargassum wightii) extract and Protein hydrolysate (Granule),Specifications,Value,1.0- 1.2,(vi)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Composition,Ingredients,"Seaweed (Durvillaea potatorum) extract per cent. by weight, minimum",(i)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Composition,Content,7.5,(i)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Composition,Ingredients,"Wheat (Triticum aestivum) leaves extract per cent. by weight, minimum",(ii)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Composition,Content,2.5,(ii)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Composition,Ingredients,"Citric acid per cent. by weight, minimum",(iii)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Composition,Content,0.5,(iii)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Composition,Ingredients,Water per cent. by weight,(iv)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Composition,Content,89.5,(iv)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Composition,Ingredients,Total (per cent.),(v)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Composition,Content,100,(v)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Specifications,Parameters,"Alginic acid per cent. by weight, minimum",(i)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Specifications,Value,0.02,(i)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Specifications,Parameters,"Tannins per cent. by weight, minimum",(ii)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Specifications,Value,0.04,(ii)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Specifications,Parameters,pH (10% aqueous solution),(iii)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Specifications,Value,3.0-5.2,(iii)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Specifications,Parameters,"Total organic carbon per cent. by weight, minimum",(iv)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Specifications,Value,0.5,(iv)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Specifications,Parameters,"Total dissolved solids per cent. by weight, minimum",(v)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Specifications,Value,0.2,(v)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Specifications,Parameters,Specific gravity,(vi)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Specifications,Value,0.99-1.00,(vi)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Specifications,Parameters,"Solubility per cent. by weight, minimum",(vii)
270234_18_Feb_2026,18-Feb-2026,(33) Mixture of Seaweed (Durvillaea potatorum) extract and Botanical (wheat grass) extract (liquid),Specifications,Value,99.0,(vii)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Composition,Ingredients,"Protein hydrolysate derived from enzymatic (papain) hydrolysis of defatted soybean meal per cent. by weight, minimum",(i)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Composition,Content,21.0,(i)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Composition,Ingredients,"Potassium humate per cent. by weight, minimum",(ii)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Composition,Content,5.0,(ii)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Composition,Ingredients,"Sodium benzoate as preservative per cent. by weight, minimum",(iii)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Composition,Content,1.0,(iii)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Composition,Ingredients,"Water per cent. by weight, maximum",(iv)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Composition,Content,73.0,(iv)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Composition,Ingredients,Total (per cent.),(v)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Composition,Content,100,(v)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Specifications,Parameters,"Humic acid per cent. by weight, minimum",(i)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Specifications,Value,5.25,(i)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Specifications,Parameters,"Total amino acids per cent. by weight, minimum",(ii)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Specifications,Value,15.0,(ii)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Specifications,Parameters,"Free amino acid per cent. by weight, minimum",(iii)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Specifications,Value,12.0,(iii)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Specifications,Parameters,pH (10% aqueous solution),(iv)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Specifications,Value,6.0- 7.0,(iv)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Specifications,Parameters,"Total organic carbon per cent. by weight, minimum",(v)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Specifications,Value,15.11,(v)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Specifications,Parameters,Specific gravity,(vi)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Specifications,Value,0.98- 1.13,(vi)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Specifications,Parameters,"Solubility per cent. by weight, minimum",(vii)
270234_18_Feb_2026,18-Feb-2026,(35) Mixture of Protein hydrolysate and Potassium humate (liquid),Specifications,Value,99.67,(vii)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Ingredients,"Amino acids per cent. by weight, minimum",(i)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Content,0.91,(i)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Ingredients,"Humic acid per cent. by weight, minimum",(ii)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Content,9.00,(ii)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Ingredients,"Fulvic acid per cent. by weight, minimum",(iii)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Content,0.02,(iii)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Ingredients,"Potassium as K2O per cent. by weight, maximum",(iv)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Content,3.00,(iv)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Ingredients,"Potassium sorbate per cent. by weight, maximum",(v)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Content,0.20,(v)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Ingredients,"Lignosulphonate per cent. by weight, maximum",(vi)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Content,3.00,(vi)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Ingredients,"Water per cent. by weight, maximum",(vii)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Content,QS,(vii)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Ingredients,Total (per cent.),(viii)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Composition,Content,100,(viii)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Specifications,Parameters,"Amino acids per cent. by weight, minimum",(i)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Specifications,Value,0.91,(i)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Specifications,Parameters,"Humic acid per cent. by weight, minimum",(ii)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Specifications,Value,9.00,(ii)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Specifications,Parameters,"Fulvic acid per cent. by weight, minimum",(iii)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Specifications,Value,0.02,(iii)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Specifications,Parameters,pH (5% aqueous solution),(iv)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Specifications,Value,5.5- 6.5,(iv)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Specifications,Parameters,"Total organic carbon per cent. by weight, minimum",(v)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Specifications,Value,7.50,(v)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Specifications,Parameters,Specific gravity,(vi)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Specifications,Value,1.21±0.05,(vi)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Specifications,Parameters,"Solubility per cent. by weight, minimum",(vii)
270234_18_Feb_2026,18-Feb-2026,"(37) Mixture of Amino acids, Humic and Fulvic acid (Liquid)",Specifications,Value,90.0,(vii)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Composition,Ingredients,"Seaweed (Ascophyllum nodosum) fermented extract per cent. by weight, minimum",(i)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Composition,Content,14.00,(i)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Composition,Ingredients,"Protein hydrolysate derived from maize kernel through enzymatic (Saccharomyces protease) hydrolysis per cent. by weight, minimum",(ii)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Composition,Content,4.00,(ii)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Composition,Ingredients,"Humic acid (as Potassium humate) (Source: Leonardite) per cent. by weight, minimum",(iii)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Composition,Content,0.90,(iii)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Composition,Ingredients,"Lactic acid per cent. by weight, maximum",(iv)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Composition,Content,0.50,(iv)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Composition,Ingredients,"Water per cent. by weight, maximum",(v)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Composition,Content,80.60,(v)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Composition,Ingredients,Total (per cent.),(vi)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Composition,Content,100,(vi)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Parameters,"Total amino acid per cent. by weight, minimum",(i)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Value,4.00,(i)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Parameters,"Free amino acids per cent. by weight, minimum",(ii)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Value,4.00,(ii)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Parameters,"Humic acid per cent. by weight, minimum",(iii)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Value,0.90,(iii)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Parameters,"Alginic acid per cent. by weight, minimum",(iv)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Value,0.21,(iv)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Parameters,pH (10% aqueous solution),(v)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Value,4.5-6.0,(v)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Parameters,Specific gravity,(vi)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Value,1.0-1.2,(vi)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Parameters,"Total dissolved solids per cent. by weight, minimum",(vii)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Value,18.00,(vii)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Parameters,"Solubility per cent. by weight, minimum",(viii)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Value,99.0,(viii)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Parameters,"Total organic carbon per cent. by weight, minimum",(ix)
270234_18_Feb_2026,18-Feb-2026,"(39) Mixture of Seaweed extract, Protein hydrolysate and Humic acid (Liquid)",Specifications,Value,6.0,(ix)
270234_18_Feb_2026,18-Feb-2026,(42) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Ingredients,"Seaweed (Ascophyllum nodosum) fermented extract per cent. by weight, minimum",(i)
270234_18_Feb_2026,18-Feb-2026,(42) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Content,16.0,(i)
270234_18_Feb_2026,18-Feb-2026,(42) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Ingredients,"Protein hydrolysate derived from maize kernel through enzymatic (Saccharomyces protease) hydrolysis per cent. by weight, minimum",(ii)
270234_18_Feb_2026,18-Feb-2026,(42) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Content,12.0,(ii)
270234_18_Feb_2026,18-Feb-2026,(42) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Ingredients,"Lactic acid per cent. by weight, maximum",(iii)
270234_18_Feb_2026,18-Feb-2026,(42) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Content,0.5,(iii)
270234_18_Feb_2026,18-Feb-2026,(42) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Ingredients,"Water per cent. by weight, maximum",(iv)
270234_18_Feb_2026,18-Feb-2026,(42) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Content,71.5,(iv)
270234_18_Feb_2026,18-Feb-2026,(42) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Ingredients,Total (per cent.),(v)
270234_18_Feb_2026,18-Feb-2026,(42) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Content,100,(v)
270234_18_Feb_2026,18-Feb-2026,(42) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Parameters,"Total amino acid per cent. by weight, minimum",(i)
270234_18_Feb_2026,18-Feb-2026,(42) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Value,12.0,(i)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Ingredients,"Seaweed (Ascophyllum nodosum) fermented extract per cent. by weight, minimum",(i)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Content,15.0,(i)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Ingredients,"Protein hydrolysate derived from maize kernel through enzymatic (Saccharomyces protease) hydrolysis per cent. by weight, minimum",(ii)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Content,15.0,(ii)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Ingredients,"Lactic acid per cent. by weight, maximum",(iii)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Content,0.5,(iii)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Ingredients,"Water per cent. by weight, maximum",(iv)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Content,69.5,(iv)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Ingredients,Total (per cent.),(v)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Composition,Content,100,(v)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Parameters,"Total amino acid per cent. by weight, minimum",(i)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Value,15.0,(i)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Parameters,"Free amino acids per cent. by weight, minimum",(ii)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Value,15.0,(ii)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Parameters,"Alginic acid per cent. by weight, minimum",(iii)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Value,0.6,(iii)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Parameters,pH (10% aqueous solution),(iv)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Value,7.5- 9.5,(iv)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Parameters,Specific gravity,(v)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Value,1.0- 1.3,(v)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Parameters,"Total dissolved solids per cent. by weight, minimum",(vi)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Value,30.0,(vi)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Parameters,"Total organic carbon per cent. by weight, minimum",(vii)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Value,16,(vii)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Parameters,"Solubility per cent. by weight, minimum",(viii)
270234_18_Feb_2026,18-Feb-2026,(43) Mixture of Seaweed extract and Amino acid (Liquid),Specifications,Value,99,(viii)
270234_18_Feb_2026,18-Feb-2026,"(45) Mixture of Seaweed extract, Amino acid and Humic acid (Liquid)",Composition,Ingredients,"Seaweed (Ascophyllum nodosum) fermented extract per cent. by weight, minimum",(i)
270234_18_Feb_2026,18-Feb-2026,"(45) Mixture of Seaweed extract, Amino acid and Humic acid (Liquid)",Composition,Content,11.0,(i)
